Geo_code,Geo_name,Indicator_wall_insulation,Indicator_wall_insulation_deciles,Indicator_roof_insulation,Indicator_roof_insulation_deciles,Indicator_floor_insulation,Indicator_floor_insulation_deciles,Indicator_property_type,Indicator_property_type_deciles,Indicator_property_age,Indicator_property_age_deciles,Indicator_age_population,Indicator_age_population_deciles,Indicator_health_conditions,Indicator_health_conditions_deciles,Indicator_fuel_poverty,Indicator_fuel_poverty_deciles,Country,Country_denominator,Geo_type,Combined,Combined_deciles,Insulation_supply,Insulation_supply_deciles
E14001268,Harpenden and Berkhamsted,323,6,323,6,413,8,265,5,241,5,320,6,95,2,44,1,England,543,Westminster Constituency,133,3,99,9
E14001269,Harrogate and Knaresborough,371,7,311,6,211,4,191,4,386,8,397,8,350,7,309,6,England,543,Westminster Constituency,279,6,301,5
E14001270,Harrow East,509,10,486,9,193,4,101,2,423,8,198,4,66,2,202,4,England,543,Westminster Constituency,245,5,56,9
E14001271,Harrow West,496,10,428,8,41,1,48,1,440,9,71,2,73,2,219,4,England,543,Westminster Constituency,161,3,128,8
E14001272,Hartlepool,83,2,372,7,408,8,367,7,242,5,301,6,474,9,211,4,England,543,Westminster Constituency,305,6,309,5
E14001273,Harwich and North Essex,191,4,236,5,330,7,332,7,194,4,457,9,249,5,237,5,England,543,Westminster Constituency,228,5,455,2
E14001274,Hastings and Rye,455,9,262,5,119,3,95,2,496,10,399,8,344,7,425,8,England,543,Westminster Constituency,383,8,480,2
E14001275,Havant,129,3,370,7,314,6,219,4,149,3,445,9,475,9,119,3,England,543,Westminster Constituency,292,6,286,5
E14001276,Hayes and Harlington,411,8,460,9,123,3,90,2,233,5,33,1,49,1,199,4,England,543,Westminster Constituency,95,2,112,8
E14001277,Hazel Grove,331,7,444,9,535,10,336,7,433,8,432,8,457,9,230,5,England,543,Westminster Constituency,478,9,215,7
E14001278,Hemel Hempstead,144,3,261,5,161,3,120,3,98,2,154,3,149,3,37,1,England,543,Westminster Constituency,37,1,200,7
E14001279,Hendon,418,8,362,7,32,1,34,1,267,5,58,2,41,1,173,4,England,543,Westminster Constituency,67,2,119,8
E14001280,Henley and Thame,270,5,228,5,284,6,415,8,221,5,436,9,226,5,138,3,England,543,Westminster Constituency,208,4,280,5
E14001281,Hereford and South Herefordshire,256,5,188,4,346,7,285,6,213,4,435,8,331,7,481,9,England,543,Westminster Constituency,354,7,436,2
E14001282,Herne Bay and Sandwich,358,7,312,6,264,5,225,5,350,7,515,10,406,8,280,6,England,543,Westminster Constituency,404,8,524,1
E14001283,Hertford and Stortford,189,4,142,3,117,3,156,3,39,1,205,4,157,3,16,1,England,543,Westminster Constituency,28,1,206,7
E14001284,Hertsmere,387,8,324,6,153,3,121,3,187,4,260,5,148,3,52,1,England,543,Westminster Constituency,87,2,6,10
E14001285,Hexham,298,6,185,4,338,7,460,9,387,8,513,10,521,10,177,4,England,543,Westminster Constituency,480,9,282,5
E14001286,Heywood and Middleton North,167,4,399,8,484,9,404,8,377,7,216,4,415,8,362,7,England,543,Westminster Constituency,369,7,41,10
E14001287,High Peak,426,8,251,5,360,7,353,7,461,9,389,8,496,10,424,8,England,543,Westminster Constituency,461,9,121,8
E14001288,Hinckley and Bosworth,182,4,153,3,286,6,442,9,146,3,378,7,343,7,283,6,England,543,Westminster Constituency,227,5,166,7
E14001289,Hitchin,97,2,66,2,95,2,270,5,60,2,214,4,123,3,51,1,England,543,Westminster Constituency,26,1,242,6
E14001290,Holborn and St Pancras,502,10,340,7,5,1,3,1,514,10,34,1,37,1,189,4,England,543,Westminster Constituency,168,4,9,10
E14001291,Honiton and Sidmouth,185,4,63,2,309,6,402,8,199,4,538,10,526,10,320,6,England,543,Westminster Constituency,505,10,486,2
E14001292,Hornchurch and Upminster,479,9,474,9,345,7,181,4,329,7,264,5,127,3,80,2,England,543,Westminster Constituency,222,5,67,9
E14001293,Hornsey and Friern Barnet,534,10,512,10,34,1,26,1,535,10,80,2,29,1,156,3,England,543,Westminster Constituency,353,7,8,10
E14001294,Horsham,32,1,102,2,77,2,199,4,36,1,304,6,143,3,18,1,England,543,Westminster Constituency,34,1,325,4
E14001295,Houghton and Sunderland South,2,1,141,3,447,9,471,9,252,5,348,7,513,10,162,3,England,543,Westminster Constituency,375,7,300,5
E14001296,Hove and Portslade,514,10,400,8,40,1,38,1,533,10,140,3,96,2,271,5,England,543,Westminster Constituency,296,6,440,2
E14001297,Huddersfield,448,9,449,9,476,9,250,5,490,10,150,3,286,6,518,10,England,543,Westminster Constituency,471,9,184,7
E14001298,Huntingdon,25,1,55,1,296,6,434,8,30,1,324,6,268,5,60,2,England,543,Westminster Constituency,98,2,465,2
E14001299,Hyndburn,495,10,535,10,543,10,444,9,521,10,242,5,472,9,474,9,England,543,Westminster Constituency,542,10,73,9
E14001300,Ilford North,525,10,528,10,269,5,114,3,475,9,87,2,28,1,254,5,England,543,Westminster Constituency,340,7,101,9
E14001301,Ilford South,508,10,509,10,143,3,82,2,447,9,29,1,15,1,412,8,England,543,Westminster Constituency,303,6,145,8
E14001302,Ipswich,351,7,176,4,185,4,132,3,367,7,166,4,204,4,278,6,England,543,Westminster Constituency,113,3,502,1
E14001303,Isle of Wight East,381,7,373,7,256,5,160,3,364,7,536,10,516,10,379,7,England,543,Westminster Constituency,515,10,239,6
E14001304,Isle of Wight West,310,6,317,6,226,5,299,6,248,5,512,10,465,9,302,6,England,543,Westminster Constituency,419,8,235,6
E14001305,Islington North,515,10,459,9,15,1,11,1,516,10,27,1,48,1,142,3,England,543,Westminster Constituency,223,5,22,10
E14001306,Islington South and Finsbury,457,9,315,6,8,1,8,1,391,8,26,1,33,1,48,1,England,543,Westminster Constituency,68,2,30,10
E14001307,Jarrow and Gateshead East,92,2,98,2,468,9,279,6,315,6,302,6,506,10,152,3,England,543,Westminster Constituency,313,6,299,5
E14001308,Keighley and Ilkley,459,9,529,10,412,8,344,7,489,9,343,7,450,9,467,9,England,543,Westminster Constituency,517,10,127,8
E14001309,Kenilworth and Southam,107,2,108,2,219,4,458,9,108,2,433,8,253,5,406,8,England,543,Westminster Constituency,254,5,104,9
E14001310,Kensington and Bayswater,543,10,412,8,9,1,9,1,543,10,76,2,8,1,223,5,England,543,Westminster Constituency,374,7,113,8
E14001311,Kettering,214,4,53,1,174,4,374,7,163,3,245,5,355,7,343,7,England,543,Westminster Constituency,154,3,398,3
E14001312,Kingston and Surbiton,503,10,461,9,81,2,61,2,443,9,104,2,60,2,112,3,England,543,Westminster Constituency,170,4,94,9
E14001313,Kingston upon Hull East,320,6,75,2,528,10,440,9,285,6,204,4,332,7,484,9,England,543,Westminster Constituency,415,8,479,2
E14001314,Kingston upon Hull North and Cottingham,438,9,280,6,393,8,281,6,445,9,138,3,256,5,507,10,England,543,Westminster Constituency,395,8,504,1
E14001315,Kingston upon Hull West and Haltemprice,423,8,241,5,283,6,214,4,398,8,283,6,299,6,477,9,England,543,Westminster Constituency,328,7,500,1
E14001316,Kingswinford and South Staffordshire,142,3,308,6,515,10,431,8,105,2,505,10,376,7,357,7,England,543,Westminster Constituency,445,9,108,9
E14001317,Knowsley,17,1,148,3,280,6,352,7,97,2,184,4,473,9,286,6,England,543,Westminster Constituency,189,4,137,8
E14001318,Lancaster and Wyre,295,6,329,7,266,5,310,6,332,7,291,6,375,7,370,7,England,543,Westminster Constituency,272,5,231,6
E14001319,Leeds Central and Headingley,430,8,533,10,55,1,63,2,435,8,8,1,52,1,530,10,England,543,Westminster Constituency,420,8,226,6
E14001320,Leeds East,353,7,532,10,390,8,326,6,410,8,148,3,324,6,483,9,England,543,Westminster Constituency,446,9,236,6
E14001321,Leeds North East,408,8,517,10,388,8,140,3,392,8,183,4,133,3,344,7,England,543,Westminster Constituency,300,6,201,7
E14001322,Leeds North West,365,7,480,9,382,8,293,6,360,7,381,7,302,6,238,5,England,543,Westminster Constituency,327,6,177,7
E14001323,Leeds South,302,6,485,9,87,2,96,2,266,5,36,1,245,5,506,10,England,543,Westminster Constituency,278,6,222,6
E14001324,Leeds South West and Morley,183,4,390,8,365,7,356,7,157,3,201,4,291,6,279,6,England,543,Westminster Constituency,183,4,165,7
E14001325,Leeds West and Pudsey,378,7,516,10,387,8,233,5,403,8,133,3,273,5,385,8,England,543,Westminster Constituency,342,7,185,7
E14001326,Leicester East,417,8,414,8,435,8,337,7,446,9,103,2,115,3,482,9,England,543,Westminster Constituency,368,7,432,3
E14001327,Leicester South,469,9,425,8,88,2,71,2,497,10,39,1,65,2,524,10,England,543,Westminster Constituency,384,8,407,3
E14001328,Leicester West,404,8,341,7,356,7,193,4,402,8,50,1,118,3,487,9,England,543,Westminster Constituency,277,6,402,3
E14001329,Leigh and Atherton,186,4,343,7,380,7,418,8,331,7,248,5,402,8,349,7,England,543,Westminster Constituency,307,6,28,10
E14001330,Lewes,258,5,224,5,336,7,247,5,239,5,522,10,410,8,197,4,England,543,Westminster Constituency,370,7,356,4
E14001331,Lewisham East,513,10,507,10,101,2,53,1,511,10,53,1,81,2,285,6,England,543,Westminster Constituency,310,6,63,9
E14001332,Lewisham North,440,9,278,6,18,1,19,1,394,8,11,1,21,1,134,3,England,543,Westminster Constituency,65,2,43,10
E14001333,Lewisham West and East Dulwich,540,10,515,10,51,1,37,1,534,10,40,1,54,1,168,4,England,543,Westminster Constituency,378,7,7,10
E14001334,Leyton and Wanstead,532,10,530,10,73,2,49,1,528,10,48,1,25,1,313,6,England,543,Westminster Constituency,400,8,62,9
E14001335,Lichfield,60,2,114,3,181,4,379,7,45,1,449,9,318,6,373,7,England,543,Westminster Constituency,226,5,148,8
E14001336,Lincoln,172,4,116,3,316,6,243,5,236,5,147,3,216,4,442,9,England,543,Westminster Constituency,149,3,534,1
E14001337,Liverpool Garston,384,8,347,7,373,7,295,6,341,7,327,6,427,8,270,5,England,543,Westminster Constituency,321,6,134,8
E14001338,Liverpool Riverside,260,5,56,2,30,1,45,1,179,4,32,1,241,5,456,9,England,543,Westminster Constituency,97,2,208,7
E14001339,Liverpool Walton,429,8,416,8,516,10,429,8,487,9,165,3,439,9,463,9,England,543,Westminster Constituency,493,10,155,8
E14001340,Liverpool Wavertree,521,10,453,9,243,5,127,3,532,10,112,3,211,4,514,10,England,543,Westminster Constituency,469,9,164,7
E14001341,Liverpool West Derby,458,9,406,8,478,9,333,7,492,10,217,4,417,8,470,9,England,543,Westminster Constituency,472,9,149,8
E14001342,Loughborough,164,3,295,6,194,4,290,6,150,3,207,4,212,4,354,7,England,543,Westminster Constituency,121,3,278,5
E14001343,Louth and Horncastle,138,3,57,2,429,8,520,10,182,4,534,10,540,10,468,9,England,543,Westminster Constituency,537,10,477,2
E14001344,Lowestoft,354,7,209,4,508,10,393,8,369,7,493,10,437,9,338,7,England,543,Westminster Constituency,464,9,475,2
E14001345,Luton North,337,7,395,8,530,10,297,6,174,4,117,3,106,2,187,4,England,543,Westminster Constituency,224,5,329,4
E14001346,Luton South and South Bedfordshire,389,8,388,8,116,3,98,2,343,7,46,1,79,2,374,7,England,543,Westminster Constituency,128,3,283,5
E14001347,Macclesfield,329,7,293,6,457,9,346,7,349,7,446,9,326,6,222,5,England,543,Westminster Constituency,338,7,248,6
E14001348,Maidenhead,236,5,230,5,135,3,168,4,144,3,246,5,109,2,28,1,England,543,Westminster Constituency,49,1,223,6
E14001349,Maidstone and Malling,165,3,223,5,57,2,149,3,86,2,182,4,131,3,74,2,England,543,Westminster Constituency,35,1,433,3
E14001350,Makerfield,181,4,408,8,504,10,503,10,269,5,339,7,456,9,265,5,England,543,Westminster Constituency,438,9,5,10
E14001351,Maldon,122,3,285,6,391,8,419,8,43,1,460,9,198,4,87,2,England,543,Westminster Constituency,205,4,249,6
E14001352,Manchester Central,87,2,24,1,21,1,42,1,11,1,19,1,155,3,336,7,England,543,Westminster Constituency,17,1,244,6
E14001353,Manchester Rusholme,300,6,193,4,43,1,64,2,262,5,2,1,47,1,505,10,England,543,Westminster Constituency,139,3,216,7
E14001354,Manchester Withington,421,8,438,9,129,3,87,2,484,9,51,1,93,2,363,7,England,543,Westminster Constituency,209,4,162,8
E14001355,Mansfield,180,4,282,6,482,9,443,9,273,5,294,6,297,6,422,8,England,543,Westminster Constituency,335,7,386,3
E14001356,Melksham and Devizes,104,2,35,1,201,4,405,8,120,3,470,9,359,7,206,4,England,543,Westminster Constituency,219,4,452,2
E14001357,Melton and Syston,221,5,263,5,323,6,490,10,170,4,408,8,281,6,303,6,England,543,Westminster Constituency,287,6,311,5
E14001358,Meriden and Solihull East,334,7,204,4,290,6,204,4,129,3,362,7,255,5,390,8,England,543,Westminster Constituency,204,4,76,9
E14001359,Mid Bedfordshire,18,1,14,1,79,2,507,10,44,1,222,5,188,4,61,2,England,543,Westminster Constituency,78,2,269,6
E14001360,Mid Buckinghamshire,101,2,101,2,167,4,461,9,166,4,356,7,237,5,83,2,England,543,Westminster Constituency,119,3,240,6
E14001361,Mid Cheshire,120,3,113,3,228,5,450,9,90,2,243,5,411,8,179,4,England,543,Westminster Constituency,155,3,285,5
E14001362,Mid Derbyshire,231,5,199,4,523,10,524,10,133,3,450,9,333,7,241,5,England,543,Westminster Constituency,427,8,312,5
E14001363,Mid Dorset and North Poole,38,1,105,2,475,9,355,7,52,1,498,10,431,8,132,3,England,543,Westminster Constituency,324,6,413,3
E14001364,Mid Leicestershire,193,4,159,3,381,7,527,10,119,3,361,7,215,4,195,4,England,543,Westminster Constituency,250,5,291,5
E14001365,Mid Norfolk,39,1,13,1,322,6,534,10,78,2,486,9,360,7,245,5,England,543,Westminster Constituency,359,7,361,4
E14001366,Mid Sussex,135,3,71,2,96,2,202,4,109,2,316,6,186,4,36,1,England,543,Westminster Constituency,50,1,380,3
E14001367,Middlesbrough and Thornaby East,249,5,488,9,425,8,314,6,439,9,121,3,321,6,402,8,England,543,Westminster Constituency,350,7,384,3
E14001368,Middlesbrough South and East Cleveland,30,1,273,5,432,8,447,9,130,3,424,8,400,8,158,3,England,543,Westminster Constituency,286,6,373,4
E14001369,Milton Keynes Central,1,1,4,1,56,2,174,4,1,1,44,1,62,2,4,1,England,543,Westminster Constituency,3,1,365,4
E14001370,Milton Keynes North,65,2,157,3,233,5,335,7,26,1,224,5,135,3,65,2,England,543,Westminster Constituency,51,1,343,4
E14001371,Mitcham and Morden,504,10,501,10,151,3,80,2,456,9,63,2,58,2,207,4,England,543,Westminster Constituency,234,5,86,9
E14001372,Morecambe and Lunesdale,398,8,435,8,437,9,271,5,455,9,501,10,502,10,388,8,England,543,Westminster Constituency,514,10,397,3
E14001373,New Forest East,86,2,203,4,531,10,380,7,95,2,484,9,409,8,99,2,England,543,Westminster Constituency,385,8,213,7
E14001374,New Forest West,82,2,131,3,415,8,259,5,123,3,541,10,531,10,120,3,England,543,Westminster Constituency,490,10,245,6
E14001375,Newark,168,4,138,3,324,6,477,9,154,3,442,9,290,6,351,7,England,543,Westminster Constituency,295,6,319,5
E14001376,Newbury,76,2,37,1,172,4,194,4,41,1,278,6,161,3,26,1,England,543,Westminster Constituency,38,1,454,2
E14001377,Newcastle upon Tyne Central and West,219,4,237,5,106,2,94,2,384,8,98,2,248,5,269,5,England,543,Westminster Constituency,93,2,360,4
E14001378,Newcastle upon Tyne East and Wallsend,318,6,270,5,110,2,73,2,454,9,139,3,459,9,234,5,England,543,Westminster Constituency,218,4,340,4
E14001379,Newcastle upon Tyne North,304,6,334,7,105,2,113,3,416,8,197,4,259,5,115,3,England,543,Westminster Constituency,114,3,330,4
E14001380,Newcastle-under-Lyme,234,5,219,4,456,9,328,7,358,7,323,6,397,8,503,10,England,543,Westminster Constituency,421,8,489,1
E14001381,Newton Abbot,253,5,119,3,215,4,266,5,270,5,507,10,453,9,287,6,England,543,Westminster Constituency,360,7,507,1
E14001382,Newton Aycliffe and Spennymoor,28,1,192,4,487,9,542,10,254,5,354,7,528,10,208,4,England,543,Westminster Constituency,483,9,262,6
E14001383,Normanton and Hemsworth,105,2,247,5,452,9,509,10,314,6,296,6,471,9,457,9,England,543,Westminster Constituency,447,9,218,6
E14001384,North Bedfordshire,37,1,22,1,103,2,469,9,56,2,280,6,217,4,71,2,England,543,Westminster Constituency,77,2,265,6
E14001385,North Cornwall,192,4,106,2,178,4,435,8,147,3,491,10,463,9,403,8,England,543,Westminster Constituency,402,8,457,2
E14001386,North Cotswolds,187,4,191,4,130,3,483,9,191,4,459,9,298,6,268,5,England,543,Westminster Constituency,268,5,473,2
E14001387,North Devon,311,6,139,3,238,5,321,6,312,6,482,9,508,10,417,8,England,543,Westminster Constituency,449,9,513,1
E14001388,North Dorset,79,2,30,1,378,7,455,9,63,2,511,10,461,9,228,5,England,543,Westminster Constituency,391,8,409,3
E14001389,North Durham,95,2,234,5,517,10,526,10,366,7,392,8,522,10,186,4,England,543,Westminster Constituency,485,9,288,5
E14001390,North East Cambridgeshire,111,3,49,1,310,6,478,9,70,2,425,8,385,8,209,4,England,543,Westminster Constituency,246,5,515,1
E14001391,North East Derbyshire,209,4,164,3,486,9,501,10,222,5,461,9,482,9,368,7,England,543,Westminster Constituency,460,9,350,4
E14001392,North East Hampshire,22,1,43,1,146,3,317,6,12,1,312,6,142,3,6,1,England,543,Westminster Constituency,43,1,370,4
E14001393,North East Hertfordshire,224,5,195,4,262,5,268,5,202,4,335,7,213,4,94,2,England,543,Westminster Constituency,102,2,81,9
E14001394,North East Somerset and Hanham,268,5,124,3,307,6,381,7,177,4,393,8,325,6,165,3,England,543,Westminster Constituency,191,4,435,2
E14001395,North Herefordshire,235,5,155,3,377,7,505,10,257,5,527,10,442,9,516,10,England,543,Westminster Constituency,522,10,404,3
E14001396,North Norfolk,242,5,95,2,426,8,430,8,289,6,542,10,537,10,333,7,England,543,Westminster Constituency,528,10,421,3
E14001397,North Northumberland,205,4,107,2,347,7,463,9,336,7,530,10,534,10,213,4,England,543,Westminster Constituency,511,10,472,2
E14001398,North Shropshire,166,4,78,2,271,5,462,9,228,5,468,9,413,8,493,10,England,543,Westminster Constituency,432,8,441,2
E14001399,North Somerset,141,3,123,3,223,5,228,5,89,2,479,9,347,7,102,2,England,543,Westminster Constituency,177,4,310,5
E14001400,North Warwickshire and Bedworth,330,7,357,7,469,9,425,8,220,5,363,7,269,5,465,9,England,543,Westminster Constituency,401,8,27,10
E14001401,North West Cambridgeshire,11,1,7,1,91,2,373,7,10,1,143,3,210,4,50,1,England,543,Westminster Constituency,33,1,521,1
E14001402,North West Essex,90,2,47,1,71,2,396,8,81,2,310,6,167,4,90,2,England,543,Westminster Constituency,61,2,204,7
E14001403,North West Hampshire,19,1,8,1,61,2,300,6,25,1,211,4,189,4,31,1,England,543,Westminster Constituency,20,1,464,2
E14001404,North West Leicestershire,85,2,149,3,186,4,512,10,162,3,306,6,328,7,346,7,England,543,Westminster Constituency,237,5,258,6
E14001405,North West Norfolk,175,4,59,2,423,8,398,8,223,5,492,10,440,9,301,6,England,543,Westminster Constituency,386,8,526,1
E14001406,Northampton North,370,7,375,7,289,6,175,4,382,8,106,2,139,3,420,8,England,543,Westminster Constituency,207,4,492,1
E14001407,Northampton South,6,1,34,1,245,5,386,8,3,1,132,3,117,3,75,2,England,543,Westminster Constituency,39,1,467,2
E14001408,Norwich North,148,3,120,3,436,9,274,6,255,5,317,6,285,6,181,4,England,543,Westminster Constituency,152,3,400,3
E14001409,Norwich South,252,5,97,2,114,3,92,2,308,6,169,4,200,4,253,5,England,543,Westminster Constituency,74,2,406,3
E14001410,Nottingham East,443,9,358,7,82,2,79,2,426,8,23,1,72,2,513,10,England,543,Westminster Constituency,283,6,399,3
E14001411,Nottingham North and Kimberley,210,4,232,5,541,10,385,8,303,6,146,3,261,5,451,9,England,543,Westminster Constituency,390,8,364,4
E14001412,Nottingham South,309,6,212,4,364,7,200,4,229,5,65,2,152,3,485,9,England,543,Westminster Constituency,200,4,368,4
E14001413,Nuneaton,255,5,182,4,255,5,401,8,185,4,225,5,191,4,473,9,England,543,Westminster Constituency,232,5,95,9
E14001414,Old Bexley and Sidcup,518,10,495,10,424,8,155,3,458,9,268,5,120,3,82,2,England,543,Westminster Constituency,336,7,82,9
E14001415,Oldham East and Saddleworth,368,7,524,10,536,10,395,8,476,9,187,4,338,7,401,8,England,543,Westminster Constituency,489,9,167,7
E14001416,"Oldham West, Chadderton and Royton",259,5,505,10,501,10,378,7,449,9,116,3,283,6,423,8,England,543,Westminster Constituency,416,8,192,7
E14001417,Orpington,474,9,434,8,502,10,245,5,348,7,285,6,137,3,78,2,England,543,Westminster Constituency,290,6,79,9
E14001418,Ossett and Denby Dale,215,4,300,6,485,9,485,9,333,7,417,8,353,7,358,7,England,543,Westminster Constituency,410,8,158,8
E14001419,Oxford East,366,7,291,6,224,5,125,3,247,5,59,2,61,2,225,5,England,543,Westminster Constituency,75,2,522,1
E14001420,Oxford West and Abingdon,248,5,213,4,139,3,130,3,127,3,203,4,89,2,41,1,England,543,Westminster Constituency,41,1,517,1
E14001421,Peckham,441,9,365,7,17,1,15,1,347,7,18,1,23,1,188,4,England,543,Westminster Constituency,76,2,13,10
E14001422,Pendle and Clitheroe,488,9,523,10,495,10,491,10,525,10,292,6,429,8,471,9,England,543,Westminster Constituency,530,10,114,8
E14001423,Penistone and Stocksbridge,134,3,264,5,489,9,480,9,251,5,467,9,492,10,334,7,England,543,Westminster Constituency,459,9,136,8
E14001424,Penrith and Solway,369,7,307,6,354,7,437,9,412,8,487,9,515,10,377,7,England,543,Westminster Constituency,504,10,535,1
E14001425,Peterborough,115,3,143,3,409,8,242,5,186,4,122,3,134,3,242,5,England,543,Westminster Constituency,84,2,535,1
E14001426,Plymouth Moor View,184,4,243,5,442,9,308,6,205,4,314,6,416,8,295,6,England,543,Westminster Constituency,263,5,514,1
E14001427,Plymouth Sutton and Devonport,492,10,383,8,67,2,57,2,520,10,115,3,306,6,486,9,England,543,Westminster Constituency,403,8,520,1
E14001428,"Pontefract, Castleford and Knottingley",93,2,154,3,249,5,413,8,321,6,232,5,393,8,397,8,England,543,Westminster Constituency,242,5,224,6
E14001429,Poole,139,3,151,3,64,2,85,2,135,3,426,8,407,8,184,4,England,543,Westminster Constituency,146,3,415,3
E14001430,Poplar and Limehouse,15,1,2,1,1,1,1,1,2,1,1,1,1,1,5,1,England,543,Westminster Constituency,1,1,122,8
E14001431,Portsmouth North,436,9,469,9,454,9,198,4,470,9,185,4,308,6,214,4,England,543,Westminster Constituency,333,7,276,5
E14001432,Portsmouth South,486,9,407,8,63,2,54,1,506,10,88,2,138,3,441,9,England,543,Westminster Constituency,302,6,298,5
E14001433,Preston,155,3,321,6,376,7,192,4,359,7,83,2,272,5,436,9,England,543,Westminster Constituency,210,4,241,6
E14001434,Putney,499,10,470,9,27,1,23,1,460,9,43,1,3,1,33,1,England,543,Westminster Constituency,142,3,36,10
E14001435,Queen's Park and Maida Vale,531,10,448,9,13,1,10,1,537,10,41,1,51,1,276,6,England,543,Westminster Constituency,322,6,40,10
E14001436,Rawmarsh and Conisbrough,162,3,302,6,458,9,476,9,300,6,298,6,448,9,462,9,England,543,Westminster Constituency,436,9,266,6
E14001437,Rayleigh and Wickford,325,6,363,7,479,9,372,7,27,1,416,8,240,5,10,1,England,543,Westminster Constituency,243,5,292,5
E14001438,Reading Central,406,8,353,7,68,2,65,2,362,7,55,1,53,1,191,4,England,543,Westminster Constituency,85,2,377,4
E14001439,Reading West and Mid Berkshire,228,5,227,5,453,9,322,6,134,3,281,6,124,3,38,1,England,543,Westminster Constituency,110,2,355,4
E14001440,Redcar,149,3,384,8,494,10,410,8,319,6,412,8,510,10,217,4,England,543,Westminster Constituency,450,9,351,4
E14001441,Redditch,143,3,186,4,405,8,307,6,55,1,300,6,277,6,399,8,England,543,Westminster Constituency,195,4,182,7
E14001442,Reigate,335,7,252,5,127,3,118,3,204,4,254,5,111,3,35,1,England,543,Westminster Constituency,57,2,132,8
E14001443,Ribble Valley,190,4,200,4,248,5,516,10,173,4,398,8,390,8,190,4,England,543,Westminster Constituency,293,6,107,9
E14001444,Richmond and Northallerton,293,6,77,2,474,9,494,10,301,6,490,10,455,9,418,8,England,543,Westminster Constituency,475,9,352,4
E14001445,Richmond Park,519,10,518,10,62,2,58,2,505,10,153,3,6,1,86,2,England,543,Westminster Constituency,281,6,20,10
E14001446,Rochdale,198,4,447,9,427,8,312,6,434,8,124,3,341,7,461,9,England,543,Westminster Constituency,361,7,12,10
E14001447,Rochester and Strood,237,5,350,7,112,3,179,4,161,3,158,3,156,3,130,3,England,543,Westminster Constituency,60,2,264,6
E14001448,Romford,498,10,437,9,176,4,104,2,385,8,179,4,107,2,91,2,England,543,Westminster Constituency,167,4,66,9
E14001449,Romsey and Southampton North,140,3,85,2,293,6,278,6,176,4,415,8,170,4,151,3,England,543,Westminster Constituency,115,3,277,5
E14001450,Rossendale and Darwen,461,9,511,10,503,10,446,9,494,10,269,5,438,9,411,8,England,543,Westminster Constituency,513,10,17,10
E14001451,Rother Valley,94,2,310,6,521,10,515,10,210,4,404,8,493,10,387,8,England,543,Westminster Constituency,479,9,303,5
E14001452,Rotherham,77,2,339,7,431,8,288,6,328,7,191,4,380,7,478,9,England,543,Westminster Constituency,323,6,332,4
E14001453,Rugby,233,5,96,2,111,3,315,6,136,3,247,5,141,3,407,8,England,543,Westminster Constituency,117,3,214,7
E14001454,"Ruislip, Northwood and Pinner",482,9,439,9,247,5,106,2,342,7,345,7,119,3,19,1,England,543,Westminster Constituency,194,4,48,10
E14001455,Runcorn and Helsby,119,3,389,8,460,9,412,8,115,3,346,7,481,9,227,5,England,543,Westminster Constituency,356,7,61,9
E14001456,Runnymede and Weybridge,347,7,248,5,125,3,141,3,110,2,244,5,94,2,30,1,England,543,Westminster Constituency,53,1,120,8
E14001457,Rushcliffe,287,6,177,4,252,5,375,7,156,3,367,7,228,5,244,5,England,543,Westminster Constituency,162,3,290,5
E14001458,Rutland and Stamford,150,3,72,2,337,7,493,10,178,4,464,9,357,7,330,7,England,543,Westminster Constituency,329,7,376,4
E14001459,Salford,26,1,20,1,25,1,46,1,40,1,28,1,230,5,288,6,England,543,Westminster Constituency,16,1,225,6
E14001460,Salisbury,220,5,74,2,213,4,298,6,295,6,462,9,423,8,249,5,England,543,Westminster Constituency,274,6,347,4
E14001461,Scarborough and Whitby,432,8,467,9,170,4,164,3,501,10,496,10,539,10,502,10,England,543,Westminster Constituency,538,10,393,3
E14001462,Scunthorpe,269,5,64,2,481,9,400,8,260,5,329,7,348,7,452,9,England,543,Westminster Constituency,355,7,448,2
E14001463,Sefton Central,314,6,354,7,509,10,384,8,287,6,516,10,449,9,149,3,England,543,Westminster Constituency,462,9,54,10
E14001464,Selby,59,2,103,2,180,4,519,10,74,2,322,6,388,8,273,5,England,543,Westminster Constituency,235,5,237,6
E14001465,Sevenoaks,375,7,349,7,406,8,263,5,324,6,355,7,150,3,124,3,England,543,Westminster Constituency,201,4,59,9
E14001466,Sheffield Brightside and Hillsborough,218,4,483,9,466,9,253,5,491,10,111,3,422,8,517,10,England,543,Westminster Constituency,473,9,381,3
E14001467,Sheffield Central,341,7,458,9,23,1,39,1,283,6,16,1,56,2,519,10,England,543,Westminster Constituency,248,5,348,4
E14001468,Sheffield Hallam,422,8,502,10,371,7,260,5,466,9,374,7,229,5,294,6,England,543,Westminster Constituency,393,8,322,5
E14001469,Sheffield Heeley,137,3,455,9,254,5,177,4,352,7,195,4,441,9,430,8,England,543,Westminster Constituency,316,6,363,4
E14001470,Sheffield South East,46,1,355,7,507,10,339,7,206,4,263,5,517,10,369,7,England,543,Westminster Constituency,428,8,357,4
E14001471,Sherwood Forest,71,2,171,4,261,5,502,10,141,3,336,7,378,7,366,7,England,543,Westminster Constituency,275,6,353,4
